Genome.prokka	GTDB.Taxonomy
TARA_SAMEA2623135_METAG_BLHAGEJF-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marivariicella;s__Marivariicella sp002690805
TARA_SAMEA2623135_METAG_CCIOMPGB-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__UBA2521;s__UBA2521 sp002341165
TARA_SAMEA2623135_METAG_CHDCOBLE-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Parvicellaceae;g__MED-G20;s__
TARA_SAMEA2623135_METAG_DJILNNCH-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica
TARA_SAMEA2623135_METAG_ENGCJLCC-prokka	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__GCA-2725955;s__GCA-2725955 sp002725955
TARA_SAMEA2623135_METAG_FBKPEOOB-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__
TARA_SAMEA2623135_METAG_FCGJFHFB-prokka	d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042;s__UBA9042 sp002726535
TARA_SAMEA2623135_METAG_GANIGMCO-prokka	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__Oligoflexaceae;g__;s__
TARA_SAMEA2623135_METAG_ILGMCAFG-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__UBA11606;s__UBA11606 sp002729125
TARA_SAMEA2623135_METAG_JEBBDGCH-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MED-G09;f__MED-G09;g__MED-G09;s__MED-G09 sp018658685
TARA_SAMEA2623135_METAG_KCHDOGHJ-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__
TARA_SAMEA2623155_METAG_EPLECKIF-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775
TARA_SAMEA2623155_METAG_GKOBEDDH-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80;s__
TARA_SAMEA2623155_METAG_ICBPOCCO-prokka	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA8108;f__UBA8108;g__UBA8108;s__UBA8108 sp002708465
TARA_SAMEA2623155_METAG_JMHMLONB-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__UBA9410 sp022452145
TARA_SAMEA2623155_METAG_KCBLJDMI-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-002700125;s__GCA-002700125 sp002700125
TARA_SAMEA2623155_METAG_KFKNLCLE-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus_B;s__Roseibacillus_B sp003483645
TARA_SAMEA2623155_METAG_MLJGDHKJ-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA823;s__UBA823 sp002296225
TARA_SAMEA2623155_METAG_PHNCPJBF-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Aquincola;s__
TARA_SAMEA2623275_METAG_BFMCEPIP-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Parvicellaceae;g__SP287;s__
TARA_SAMEA2623275_METAG_FLGPPBMM-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625;s__
TARA_SAMEA2623275_METAG_KPGDNKKP-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Parvicellaceae;g__SP287;s__
TARA_SAMEA2623295_METAG_BDDDBLBO-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__UBA7887;s__UBA7887 sp002501105
TARA_SAMEA2623295_METAG_CHHADNEF-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA2161;s__UBA2161 sp002730525
TARA_SAMEA2623295_METAG_CIGFHKCM-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
TARA_SAMEA2623295_METAG_CMPEFAGD-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16;g__GCA-2686765;s__
TARA_SAMEA2623295_METAG_DCFKMIDG-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__GCA-2730555;s__GCA-2730555 sp002730555
TARA_SAMEA2623295_METAG_DEPLDDBF-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__D37C17;g__D37C17;s__D37C17 sp913049525
TARA_SAMEA2623295_METAG_FNMDKGOE-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002729765
TARA_SAMEA2623295_METAG_FPIBAKPA-prokka	d__Bacteria;p__Nitrospinota;c__CAJXCL01;o__CAJXCL01;f__CAJXCL01;g__CAJXCL01;s__CAJXCL01 sp913051775
TARA_SAMEA2623295_METAG_GAJCJDBB-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__UBA868 sp913031305
TARA_SAMEA2623295_METAG_GPKKLJCP-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA3125;s__UBA3125 sp002726315
TARA_SAMEA2623295_METAG_IBAHBHLL-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA9619;s__UBA9619 sp002718155
TARA_SAMEA2623295_METAG_JCIEMCBA-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__AB-629-J13;g__AB-629-J13;s__
TARA_SAMEA2623295_METAG_JONIEMEH-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus_B;s__Roseibacillus_B sp002501065
TARA_SAMEA2623295_METAG_LCBNAALP-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__GCA-2731375 sp002731375
TARA_SAMEA2623295_METAG_MEHIBEAF-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__UBA2162;s__UBA2162 sp002335405
TARA_SAMEA2623295_METAG_MNECEEFO-prokka	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA8231;s__UBA8231 sp002726335
TARA_SAMEA2623295_METAG_NAPGDDEK-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002726655;s__GCA-002726655 sp002725995
TARA_SAMEA2623295_METAG_NBCHEMGN-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__DUAL01;s__DUAL01 sp913047525
TARA_SAMEA2623295_METAG_OEELFJLO-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__UBA868 sp002726415
TARA_SAMEA2623295_METAG_OFLDHNLM-prokka	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657;s__UBA11657 sp913040765
TARA_SAMEA2623295_METAG_OKJLELPM-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__GCA-2717385;g__GCA-2717385;s__GCA-2717385 sp002730795
TARA_SAMEA2623295_METAG_PFBBBJMD-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__GCA-2690215;s__
TARA_SAMEA2623295_METAG_PHBBDDEJ-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA3125;s__UBA3125 sp002501135
TARA_SAMEA2623295_METAG_PLOLJKDM-prokka	d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA8231;f__UBA8231;g__UBA12574;s__UBA12574 sp002712305
TARA_SAMEA2623314_METAG_AJNKELNF-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA5680;g__UBA5680;s__UBA5680 sp002420425
TARA_SAMEA2623314_METAG_ALHGJMCB-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp913030945
TARA_SAMEA2623314_METAG_BIIFJDAP-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__UBA2160;s__
TARA_SAMEA2623314_METAG_CABJDPJE-prokka	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp913053615
TARA_SAMEA2623314_METAG_CFDOJBOP-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA12578;s__UBA12578 sp002729195
TARA_SAMEA2623314_METAG_DGDHOOEI-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__UBA2126 sp002730315
TARA_SAMEA2623314_METAG_FCKBMNCE-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__NP936;s__NP936 sp002726085
TARA_SAMEA2623314_METAG_HLLPALBA-prokka	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025
TARA_SAMEA2623314_METAG_KKLGBDMP-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__UBA7441;s__UBA7441 sp002729725
TARA_SAMEA2623314_METAG_KMFJBEED-prokka	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA2166;g__UBA2166;s__UBA2166 sp002726235
TARA_SAMEA2623314_METAG_NBPBENFH-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__UBA11795;s__UBA11795 sp002708065
TARA_SAMEA2623314_METAG_NPNCOIBP-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__GCA-2717385;g__GCA-2717385;s__
TARA_SAMEA2623327_METAG_CFOJFPKH-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Antarctobacter;s__Antarctobacter heliothermus_B
TARA_SAMEA2623327_METAG_PGFMPGEE-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp002726155
TARA_SAMEA2623350_METAG_NNMKAPNI-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__AG-339-G14;g__AG-339-G14;s__AG-339-G14 sp902562135
TARA_SAMEA2623350_METAG_OJIPOFCD-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002707645;g__GCA-2717625;s__
TARA_SAMEA2623370_METAG_EOHOGHGH-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__
TARA_SAMEA2623370_METAG_IMFANIFH-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Venatoribacter;s__Venatoribacter sp002706025
TARA_SAMEA2623370_METAG_JKIIMHIM-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__MAG-121220-bin8 sp902511755
TARA_SAMEA2623370_METAG_KLNICJAN-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CACKLF01;s__CACKLF01 sp002725175
TARA_SAMEA2623370_METAG_KOCGLKGB-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__GCA-002701945;s__
TARA_SAMEA2623390_METAG_BKPADPMA-prokka	d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__UBA890;s__UBA890 sp002722645
TARA_SAMEA2623390_METAG_DEEMDONP-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002726595
TARA_SAMEA2623390_METAG_EOEGPGLG-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA2165;g__TMED23;s__TMED23 sp913041095
TARA_SAMEA2623390_METAG_GAKINMBA-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__
TARA_SAMEA2623390_METAG_IFCMLOCO-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA11600;s__UBA11600 sp002730735
TARA_SAMEA2623390_METAG_JFMDKJEF-prokka	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__CAJWGI01;s__CAJWGI01 sp913031335
TARA_SAMEA2623390_METAG_KCIBEPJC-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__GCA-2685815;s__GCA-2685815 sp002685815
TARA_SAMEA2623390_METAG_LNAPLDHH-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA826;g__UBA11996;s__UBA11996 sp002435305
TARA_SAMEA2623390_METAG_NACNCLMF-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-002726655;s__GCA-002726655 sp002726655
TARA_SAMEA2623390_METAG_OAJBDMBM-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__
TARA_SAMEA2623390_METAG_PJFILFEI-prokka	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__UBA8106;s__
TARA_SAMEA2623403_METAG_IGDKFJNA-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter mishustinae
TARA_SAMEA2623403_METAG_MFMFELKN-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius mucosus_A
TARA_SAMEA2623426_METAG_CDDIFCLD-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__
TARA_SAMEA2623426_METAG_DGIPDJPC-prokka	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp900299365
TARA_SAMEA2623426_METAG_EAKNEHMN-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CACIJG01;s__CACIJG01 sp002703515
TARA_SAMEA2623426_METAG_JBANHAII-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-002705445;f__GCA-002705445;g__GCA-2702235;s__GCA-2702235 sp002702235
TARA_SAMEA2623426_METAG_LGAMDCOL-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RCC307;s__RCC307 sp012270465
TARA_SAMEA2623446_METAG_CAGACCPM-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Luteithermobacter;s__Luteithermobacter gelatinilyticus
TARA_SAMEA2623446_METAG_CNPCAJPD-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002715885;s__GCA-002715885 sp902579065
TARA_SAMEA2623446_METAG_EANBFFNL-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__LFER01;s__LFER01 sp001510135
TARA_SAMEA2623446_METAG_EPNIPLIG-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Fuerstiella;s__Fuerstiella sp913031625
TARA_SAMEA2623446_METAG_GDOAIJJH-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Parvicellaceae;g__UBA10066;s__UBA10066 sp003448535
TARA_SAMEA2623463_METAG_BLGGBFLI-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__TMED161;g__TMED161;s__TMED161 sp002703645
TARA_SAMEA2623463_METAG_BNGKDMAP-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TMED108;s__TMED108 sp002724735
TARA_SAMEA2623463_METAG_EJFDGHLL-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA3470;s__UBA3470 sp002378125
TARA_SAMEA2623463_METAG_JCAKAEED-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__GCA-2707915 sp902594545
TARA_SAMEA2623463_METAG_KNFNNFGN-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__BACL11;s__BACL11 sp002693745
TARA_SAMEA2623463_METAG_LNFMOOHP-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__TMED6;g__;s__
TARA_SAMEA2623463_METAG_MGFECGOL-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2701885;f__GCA-2701885;g__GCA-2701885;s__GCA-2701885 sp002701885
TARA_SAMEA2623463_METAG_NCGFKDGD-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__
TARA_SAMEA2623463_METAG_OKKPDMJP-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002719095;g__GCA-002719095;s__
TARA_SAMEA2623463_METAG_PJOHBPOB-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2711125;s__GCA-2711125 sp002711125
TARA_SAMEA2623463_METAG_PPLLMEMB-prokka	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__RCC307;s__RCC307 sp913048995
TARA_SAMEA2623488_METAG_GEMNNJBJ-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__GCA-2701545;s__GCA-2701545 sp002701545
TARA_SAMEA2623488_METAG_HFHNMJLM-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-002707245;s__GCA-002707245 sp002698365
TARA_SAMEA2623488_METAG_MLPBMLDA-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__TMED113;g__GCA-2696965;s__GCA-2696965 sp002696965
TARA_SAMEA2623488_METAG_MNDCDHOL-prokka	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA1668;s__UBA1668 sp002702575
TARA_SAMEA2623513_METAG_FFOGFDIA-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Oleibacter;s__Oleibacter sp002298335
TARA_SAMEA2623627_METAG_ALOBLLDP-prokka	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA1144;f__UBA1144;g__GCA-2701925;s__GCA-2701925 sp002701925
TARA_SAMEA2623627_METAG_DHBMBDKD-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002707645;g__GCA-002707645;s__GCA-002707645 sp002705605
TARA_SAMEA2623627_METAG_EEHCIPFL-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp002470825
TARA_SAMEA2623627_METAG_FIPIBJPE-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SAR86A;s__SAR86A sp002169105
TARA_SAMEA2623627_METAG_GGIKHBDK-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6952;f__UBA6952;g__UBA6952;s__
TARA_SAMEA2623627_METAG_HBMIGJPF-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__BACL11;s__
TARA_SAMEA2623627_METAG_HEMMNHBA-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2705205;s__GCA-2705205 sp002705205
TARA_SAMEA2623627_METAG_IHPHFGPL-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__Casp-alpha2;s__
TARA_SAMEA2623627_METAG_JBIOOEFI-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__TMED-70 sp009937255
TARA_SAMEA2623627_METAG_KGIGKHLA-prokka	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA1144;f__UBA1144;g__TMED58;s__TMED58 sp002701865
TARA_SAMEA2623627_METAG_LDOJFEIO-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__MAG-121220-bin8 sp003331265
TARA_SAMEA2623627_METAG_LELPFHFI-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002457215
TARA_SAMEA2623627_METAG_NHDAHNNM-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
TARA_SAMEA2623649_METAG_EJBMLLJL-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__GCA-002701945;s__GCA-002701945 sp002701785
TARA_SAMEA2623649_METAG_GGGGOBLB-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__DFVG01;s__DFVG01 sp002379985
TARA_SAMEA2623649_METAG_JNHJPEEE-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;s__UBA11889 sp002313255
TARA_SAMEA2623649_METAG_NNCJKNOI-prokka	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__UBA9662;g__UBA9662;s__UBA9662 sp002697225
TARA_SAMEA2623673_METAG_BFAMLMFE-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__CAJWCP01;s__CAJWCP01 sp913031595
TARA_SAMEA2623673_METAG_DCIOEMAK-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__
TARA_SAMEA2623673_METAG_EODGEAMC-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__;s__
TARA_SAMEA2623673_METAG_LIGJOFMP-prokka	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TMED108;s__TMED108 sp002725545
TARA_SAMEA2623673_METAG_MANCIGAH-prokka	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp002698845
TARA_SAMEA2623673_METAG_NJKJGIDK-prokka	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__MED727;s__MED727 sp902553555
TARA_SAMEA2623673_METAG_NNKKAOGP-prokka	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002698965
TARA_SAMEA2623693_METAG_EFEFIPAF-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__Leeuwenhoekiella sp002708845
TARA_SAMEA2623693_METAG_GGAAIGGE-prokka	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002388005
TARA_SAMEA2623693_METAG_GPOHIFOF-prokka	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002697005
TARA_SAMEA2623734_METAG_APMFAIAJ-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7312;g__UBA8444;s__UBA8444 sp002714805
TARA_SAMEA2623734_METAG_MLCEIHPJ-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__MED-G16;g__GCA-2715645;s__GCA-2715645 sp902628365
TARA_SAMEA2623734_METAG_PJGEFNLF-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625;s__GCA-002697625 sp002697625
TARA_SAMEA2623756_METAG_AHGOCOOE-prokka	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA8108;f__UBA8108;g__UBA8108;s__UBA8108 sp002320775
TARA_SAMEA2623756_METAG_BNJLBMPF-prokka	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__SAT41;g__GCA-2706465;s__
TARA_SAMEA2623756_METAG_CHDMOBPJ-prokka	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815
